No. Beds,No. Baths,Area,Type_n,Region_n,Sub-region_n,Price
3.0,3.0,1400.0,0,11,50,10500000
3.0,2.0,1050.0,0,60,96,3800000
3.0,3.0,1500.0,0,66,350,9000000
3.0,3.0,1368.0,0,15,440,10670400
2.0,2.0,760.0,0,40,341,3800000
3.0,3.0,1267.0,0,40,163,5700000
3.0,2.0,1050.0,0,40,450,4000000
2.0,2.0,760.0,0,40,341,3800000
3.0,3.0,1300.0,0,60,96,5000000
3.0,4.0,1884.0,0,11,52,18840000
3.0,4.0,1554.0,0,40,278,10000000
3.0,3.0,1050.0,0,12,213,4200000
3.0,3.0,1800.0,0,8,306,30000000
3.0,3.0,1689.0,0,15,328,16500000
3.0,2.0,1100.0,0,40,341,6050000
3.0,3.0,1150.0,0,40,224,5700000
3.0,3.0,1980.0,3,39,102,8250000
2.0,2.0,778.0,0,22,95,3400000
2.0,2.0,1025.0,0,12,210,5300000
3.0,3.0,1100.0,0,15,394,7300000
3.0,4.0,1800.0,0,66,370,15300000
3.0,3.0,1300.0,0,40,11,6500000
3.0,2.0,1050.0,0,13,98,4500000
3.0,3.0,2184.0,3,51,367,11500000
2.0,1.0,450.0,0,7,249,1400000
3.0,3.0,5400.0,3,51,368,40000000
3.0,3.0,1300.0,0,31,125,7500000
3.0,3.0,1800.0,3,22,176,15000000
3.0,3.0,1842.0,0,66,352,16500000
3.0,3.0,1196.0,0,0,211,7000000
3.0,3.0,1513.0,0,64,46,8100000
3.0,3.0,1200.0,0,23,194,6500000
4.0,4.0,2150.0,0,11,58,14000000
4.0,4.0,2500.0,0,40,342,15000000
3.0,3.0,1230.0,0,40,284,4500000
3.0,3.0,1050.0,0,12,209,4600000
2.0,2.0,1000.0,0,11,50,6000000
3.0,2.0,1175.0,0,0,31,6500000
3.0,2.0,950.0,0,6,58,3600000
3.0,3.0,1390.0,0,63,238,13900000
3.0,3.0,3600.0,3,66,356,35000000
3.0,2.0,1180.0,0,61,426,8000000
2.0,2.0,875.0,0,43,73,3700000
3.0,3.0,1460.0,0,43,276,9000000
3.0,3.0,1257.0,0,61,436,10000000
2.0,2.0,920.0,0,40,103,4000000
3.0,3.0,1388.0,0,15,440,10826400
3.0,3.0,1300.0,0,40,278,7900000
3.0,3.0,1120.0,0,15,270,8000000
2.0,2.0,700.0,0,20,333,3500000
3.0,3.0,1200.0,0,13,19,7200000
3.0,3.0,1265.0,0,3,272,5692500
3.0,3.0,1400.0,0,40,224,6300000
3.0,4.0,1700.0,0,11,58,11500000
4.0,3.0,1500.0,0,43,65,7250000
2.0,2.0,668.0,0,13,113,2800000
3.0,3.0,1265.0,0,40,103,6825000
3.0,2.0,1060.0,0,40,284,4210000
6.0,4.0,2000.0,0,6,406,8800000
3.0,3.0,1300.0,0,9,320,15000000
3.0,3.0,1809.0,0,11,56,13000000
3.0,3.0,1809.0,0,11,56,13000000
3.0,2.0,1175.0,0,40,450,6462500
4.0,3.0,1500.0,0,43,65,6575000
3.0,3.0,1200.0,0,15,394,6960088
3.0,3.0,1200.0,0,3,432,6050000
3.0,4.0,2110.0,0,11,52,20000000
3.0,4.0,1340.0,0,58,275,11500000
3.0,3.0,2370.0,0,66,371,22000000
3.0,3.0,1660.0,0,57,390,13700000
3.0,2.0,1217.0,0,0,148,9419000
2.0,2.0,900.0,0,13,19,6100000
2.0,2.0,850.0,0,31,428,3500000
2.0,2.0,850.0,0,63,170,4285000
2.0,2.0,850.0,0,40,278,4200000
2.0,1.0,650.0,0,40,163,2500000
2.0,2.0,920.0,0,40,103,4000000
3.0,2.0,950.0,0,63,448,6000000
3.0,3.0,1310.0,0,13,19,6812000
3.0,3.0,1180.0,0,40,450,6500000
3.0,3.0,7280.0,3,51,370,72000000
3.0,3.0,1050.0,0,40,163,4200000
3.0,3.0,1194.0,0,20,394,5970000
3.0,3.0,2912.0,3,22,95,9500000
3.0,2.0,1250.0,0,3,432,4300000
3.0,4.0,1300.0,0,3,432,7350000
2.0,2.0,800.0,0,11,50,6800000
3.0,3.0,1639.0,0,36,48,18848500
2.0,2.0,950.0,0,40,340,5725000
3.0,2.0,1100.0,0,40,107,4300000
3.0,3.0,1800.0,0,14,215,6500000
3.0,3.0,1550.0,0,11,57,11500000
2.0,2.0,750.0,0,43,276,3375000
3.0,2.0,1175.0,0,52,449,5287500
3.0,2.0,1050.0,0,66,354,6300000
3.0,3.0,1194.0,0,20,394,5970000
3.0,3.0,1400.0,0,11,50,10000000
3.0,3.0,1245.0,0,40,85,7500000
2.0,2.0,800.0,0,3,405,2500000
3.0,5.0,2200.0,0,4,316,30000000
2.0,2.0,1040.0,0,14,185,3000000
2.0,1.0,425.0,0,45,207,2000000
2.0,2.0,650.0,0,40,346,3000000
3.0,3.0,1210.0,0,10,100,6913000
3.0,3.0,3640.0,3,51,373,29500000
2.0,2.0,1150.0,0,61,169,6000000
3.0,3.0,2184.0,3,51,373,15000000
2.0,2.0,950.0,0,40,450,4500000
3.0,3.0,970.0,0,40,85,4462000
3.0,3.0,1450.0,0,66,350,10000000
3.0,3.0,1350.0,0,6,58,8240000
3.0,3.0,1300.0,0,40,224,7000000
2.0,2.0,950.0,0,40,450,4500000
3.0,3.0,1300.0,0,3,272,6800000
3.0,2.0,1000.0,0,38,206,5500000
3.0,4.0,1230.0,0,66,350,9500000
3.0,3.0,1357.0,0,11,48,8500000
4.0,3.0,2120.0,0,66,372,16500000
5.0,6.0,2850.0,0,30,411,13000000
3.0,3.0,1550.0,0,11,55,10000000
2.0,2.0,924.0,0,37,229,5600000
3.0,4.0,1450.0,0,11,50,10000000
3.0,2.0,850.0,0,3,272,3825000
2.0,2.0,550.0,0,29,114,3500000
3.0,2.0,965.0,0,20,45,4000000
4.0,3.0,1120.0,0,40,284,6000000
3.0,3.0,1300.0,0,43,276,7000000
3.0,3.0,1554.0,0,40,278,11500000
3.0,3.0,1550.0,0,11,54,10000000
2.0,2.0,922.0,0,35,74,5532000
3.0,3.0,1650.0,0,3,187,7590000
3.0,4.0,1643.0,0,11,50,11501000
3.0,3.0,2150.0,0,66,370,15000000
3.0,3.0,1140.0,0,27,179,4560000
2.0,2.0,750.0,0,22,391,3150000
3.0,3.0,1456.0,3,40,343,25000000
3.0,3.0,1450.0,0,66,350,7500000
4.0,6.0,4500.0,0,18,130,75000000
3.0,2.0,1150.0,0,13,113,4870000
2.0,2.0,900.0,0,61,436,5400000
2.0,2.0,650.0,0,40,343,2500000
3.0,3.0,1300.0,0,19,254,11500000
3.0,3.0,1100.0,0,43,73,4400000
3.0,2.0,1080.0,0,43,73,3800000
3.0,3.0,1600.0,0,61,436,19500000
3.0,4.0,1650.0,0,1,54,9500000
3.0,3.0,1010.0,0,3,432,4500000
3.0,3.0,3600.0,3,51,370,36000000
3.0,3.0,1450.0,0,40,163,7000000
4.0,5.0,2500.0,0,11,58,18000000
2.0,2.0,780.0,0,41,83,4290000
3.0,2.0,1050.0,0,6,406,4400000
4.0,4.0,1876.0,0,6,52,11480800
2.0,2.0,810.0,0,43,73,3000000
3.0,2.0,1030.0,0,60,96,4300000
3.0,3.0,2929.0,0,15,304,48978200
3.0,3.0,1210.0,0,12,433,6500000
3.0,3.0,1300.0,0,3,7,5200000
3.0,3.0,1600.0,0,11,57,12500000
3.0,3.0,1400.0,0,15,394,9100000
2.0,2.0,875.0,0,43,73,3700000
2.0,2.0,1000.0,0,10,100,4600000
3.0,3.0,1066.0,0,12,209,4797000
2.0,2.0,850.0,0,43,67,5100000
2.0,2.0,875.0,0,43,73,3700000
3.0,2.0,1100.0,0,40,11,4950000
3.0,2.0,950.0,0,3,432,4275000
3.0,3.0,1208.0,0,15,439,9922400
3.0,3.0,1275.0,0,15,394,7395000
4.0,4.0,2500.0,0,0,77,14000000
3.0,2.0,1303.0,0,60,156,4200000
3.0,3.0,1388.0,0,15,440,10826400
3.0,3.0,1500.0,0,3,7,6000000
2.0,2.0,744.0,0,37,251,4000000
2.0,2.0,815.0,0,40,85,4000000
4.0,4.0,3700.0,0,18,131,74000000
3.0,3.0,2300.0,0,15,69,19500000
2.0,2.0,3600.0,0,43,259,55600000
3.0,3.0,1200.0,0,20,403,6000000
2.0,2.0,900.0,0,55,271,5650000
3.0,2.0,1100.0,0,60,96,3300000
2.0,1.0,450.0,0,7,332,1600000
3.0,3.0,1200.0,0,38,386,6500000
3.0,3.0,1400.0,0,11,54,11000000
3.0,3.0,1346.0,0,59,320,7403000
3.0,3.0,1368.0,0,35,32,13000000
3.0,4.0,2052.0,0,37,128,14000000
3.0,3.0,1350.0,0,11,54,9000000
3.0,3.0,1180.0,0,6,53,6000000
3.0,3.0,3960.0,3,40,342,16500000
3.0,3.0,1125.0,0,43,73,4500000
3.0,3.0,1080.0,0,40,277,4200000
3.0,3.0,1798.0,0,36,48,20677000
3.0,3.0,2131.0,3,40,447,25000000
2.0,2.0,720.0,0,43,392,4450000
3.0,2.0,950.0,0,37,225,5000000
3.0,3.0,1330.0,0,1,54,7500000
3.0,2.0,950.0,0,59,313,5500000
3.0,3.0,1679.0,0,66,353,11500000
3.0,2.0,1210.0,0,43,171,6700000
3.0,2.0,1175.0,0,21,139,5000000
3.0,3.0,1500.0,0,66,350,10290000
3.0,3.0,1650.0,0,66,350,8400000
3.0,3.0,1400.0,0,6,406,5880000
3.0,3.0,1173.0,3,63,104,15000000
3.0,3.0,1425.0,0,40,343,8637500
3.0,3.0,1253.0,0,10,197,7867400
3.0,3.0,1350.0,0,13,19,8800000
3.0,3.0,1395.0,0,37,225,7035000
3.0,3.0,1300.0,0,31,125,6800000
3.0,3.0,1250.0,0,20,152,7000000
3.0,3.0,1388.0,0,15,440,10826400
2.0,2.0,950.0,0,40,450,4500000
4.0,4.0,3218.0,0,66,371,27500000
5.0,6.0,5000.0,0,20,152,35000000
3.0,3.0,1480.0,0,40,346,9500000
3.0,2.0,950.0,0,38,129,4700000
3.0,3.0,900.0,0,43,87,4800000
2.0,1.0,520.0,0,7,34,1600000
3.0,2.0,1100.0,0,14,215,5000000
3.0,3.0,1750.0,0,58,183,13000000
4.0,3.0,1674.0,0,1,49,10500000
3.0,3.0,2160.0,3,14,336,8500000
3.0,3.0,1900.0,0,43,259,10830000
4.0,4.0,1876.0,0,6,52,11480800
3.0,2.0,1155.0,0,52,449,5197500
3.0,3.0,1463.0,0,40,2,5852000
2.0,1.0,540.0,0,31,217,2300000
3.0,2.0,1170.0,0,1,49,5900000
3.0,3.0,1150.0,0,63,170,8200000
3.0,3.0,1450.0,0,40,450,8675000
2.0,2.0,900.0,0,20,297,4050000
3.0,3.0,1500.0,0,66,350,9000000
3.0,3.0,1300.0,0,1,50,8400000
3.0,3.0,1890.0,0,44,239,11000000
3.0,3.0,1480.0,0,11,55,10000000
3.0,3.0,1385.0,0,13,19,8810000
3.0,4.0,1600.0,0,36,52,23000000
3.0,2.0,1120.0,0,10,292,3920000
3.0,2.0,1285.0,0,40,278,6500000
2.0,1.0,640.0,0,61,436,3500000
3.0,2.0,1100.0,0,40,11,4950000
3.0,3.0,1245.0,0,38,81,8500000
3.0,3.0,1305.0,0,10,100,5870000
3.0,3.0,1630.0,0,11,50,9780000
3.0,3.0,1500.0,0,40,450,8950000
3.0,3.0,1260.0,0,10,407,7500000
3.0,3.0,1717.0,0,66,374,14500000
2.0,1.0,320.0,0,7,201,1200000
2.0,2.0,950.0,0,37,66,5800000
3.0,3.0,1400.0,0,13,19,9100000
2.0,2.0,650.0,0,40,342,2250000
2.0,2.0,650.0,0,43,273,4200000
3.0,3.0,1100.0,0,40,85,5500000
3.0,2.0,1100.0,0,40,226,9500000
4.0,4.0,2166.0,0,6,52,12622800
2.0,2.0,750.0,0,30,21,3600000
3.0,3.0,1480.0,0,40,224,7000000
3.0,3.0,1200.0,0,0,399,6250000
3.0,3.0,1350.0,0,11,55,11000000
3.0,4.0,1710.0,0,11,55,12500000
3.0,3.0,1300.0,0,60,441,5400000
3.0,3.0,1182.0,0,15,440,6500000
3.0,3.0,1250.0,0,13,19,6200000
3.0,3.0,1241.0,0,6,55,7507000
3.0,3.0,1280.0,0,13,19,6656000
3.0,3.0,1100.0,0,64,90,3800000
3.0,3.0,1480.0,0,38,386,6660000
3.0,2.0,975.0,0,63,170,6056700
3.0,3.0,1150.0,0,40,346,6500000
3.0,3.0,1155.0,0,43,37,7430000
3.0,3.0,1300.0,0,12,209,5000000
3.0,3.0,1500.0,0,15,440,9450000
3.0,2.0,966.0,0,53,82,2704800
3.0,2.0,925.0,0,66,352,6500000
3.0,3.0,2800.0,0,18,131,40000000
3.0,3.0,2270.0,0,18,130,36500000
3.0,3.0,1456.0,3,48,257,45000000
3.0,3.0,1200.0,0,30,411,4800000
3.0,3.0,1634.0,0,10,407,8870000
3.0,3.0,2300.0,0,18,131,35000000
3.0,3.0,1220.0,0,13,4,5100000
3.0,4.0,2639.0,0,8,59,30000000
3.0,3.0,1300.0,0,0,211,8600000
3.0,3.0,1500.0,0,13,377,7600000
3.0,2.0,1150.0,0,53,91,3220000
3.0,2.0,950.0,0,13,98,4300000
3.0,2.0,1000.0,0,40,3,4000000
5.0,5.0,2555.0,0,18,130,25550000
3.0,3.0,1633.0,0,10,407,8865000
3.0,3.0,1100.0,0,40,341,6000000
3.0,3.0,1760.0,0,66,352,10500000
3.0,4.0,1350.0,0,66,350,9345000
2.0,2.0,1029.0,0,38,129,5600000
3.0,4.0,1310.0,0,43,231,7350000
3.0,3.0,1425.0,0,40,343,8637500
3.0,3.0,1210.0,0,66,350,9000000
3.0,3.0,1200.0,0,30,411,4800000
3.0,2.0,1100.0,0,20,297,6000000
3.0,3.0,975.0,0,40,346,4500000
3.0,3.0,1352.0,0,45,437,6760000
3.0,3.0,1400.0,0,43,273,9100000
3.0,3.0,1530.0,0,66,372,11000000
3.0,2.0,1150.0,0,40,341,5750000
3.0,3.0,1200.0,0,3,432,6050000
3.0,3.0,1086.0,0,40,344,5647200
3.0,3.0,1463.0,0,40,85,6352000
3.0,4.0,1400.0,0,11,49,11500000
3.0,3.0,1450.0,0,20,297,8700000
3.0,4.0,1393.0,0,66,352,11000000
2.0,2.0,850.0,0,0,399,3800000
3.0,3.0,1370.0,0,36,50,13700000
2.0,2.0,650.0,0,40,346,3200000
3.0,2.0,1400.0,0,6,51,7000000
3.0,3.0,1450.0,0,0,31,7685000
3.0,3.0,1350.0,0,40,103,7000000
3.0,3.0,1600.0,0,47,0,17200000
2.0,2.0,900.0,0,49,30,4680000
4.0,4.0,2040.0,0,11,57,12000000
4.0,4.0,2750.0,0,11,48,24000000
3.0,3.0,1451.0,0,20,394,7255000
3.0,3.0,1080.0,0,3,432,6480000
3.0,3.0,1200.0,0,20,403,6000000
3.0,3.0,1570.0,0,11,50,10000000
3.0,2.0,1220.0,0,40,450,5000000
2.0,2.0,1000.0,0,40,413,4500000
3.0,2.0,1000.0,0,38,206,5500000
3.0,3.0,1134.0,0,40,343,8438000
3.0,3.0,1250.0,0,1,54,6500000
3.0,3.0,2000.0,0,66,369,20000000
2.0,2.0,720.0,0,60,96,2800000
3.0,3.0,1507.0,0,66,351,13000000
3.0,4.0,2100.0,0,11,49,16500000
3.0,3.0,2377.0,0,1,50,19753700
3.0,3.0,1600.0,0,43,73,7000000
4.0,4.0,2150.0,0,20,420,8200000
3.0,2.0,1040.0,0,52,449,4680000
3.0,3.0,1300.0,0,40,224,5850000
3.0,3.0,1450.0,0,40,278,8000000
3.0,3.0,1010.0,0,3,432,4500000
3.0,3.0,1420.0,0,11,54,9500000
3.0,3.0,4368.0,3,22,122,39000000
3.0,2.0,1150.0,0,40,341,5500000
3.0,2.0,990.0,0,20,152,6000000
3.0,2.0,1100.0,0,40,223,4950000
3.0,3.0,2300.0,0,18,131,30000000
3.0,3.0,2500.0,0,43,17,35000000
2.0,2.0,930.0,0,40,11,3600000
2.0,2.0,1019.0,0,10,100,4835000
3.0,3.0,1500.0,0,40,347,10500000
3.0,3.0,2370.0,0,66,371,22000000
1.0,1.0,600.0,0,40,284,2800000
3.0,2.0,950.0,0,40,107,4000000
4.0,3.0,1653.0,0,52,449,10744500
3.0,3.0,1550.0,0,66,353,12500000
3.0,3.0,1345.0,0,40,85,7500000
3.0,3.0,1390.0,0,40,85,7665000
3.0,3.0,1250.0,0,40,163,6250000
3.0,3.0,1500.0,0,2,165,8100000
3.0,3.0,1350.0,0,19,254,10000000
3.0,2.0,1080.0,0,40,346,4500000
3.0,3.0,1250.0,0,3,221,7200000
3.0,4.0,1880.0,0,11,57,12220000
3.0,2.0,1100.0,0,40,223,4950000
12.0,10.0,6684.0,1,66,369,65000000
3.0,3.0,1200.0,0,3,432,6050000
3.0,2.0,1120.0,0,10,197,5040000
2.0,2.0,950.0,0,40,450,4500000
3.0,3.0,1250.0,0,40,163,6250000
3.0,3.0,1500.0,0,15,326,14000000
3.0,3.0,2104.0,0,66,372,22171200
3.0,2.0,1050.0,0,43,73,3700000
3.0,3.0,1400.0,0,21,18,6300000
4.0,4.0,3500.0,0,18,131,50000000
2.0,2.0,720.0,0,60,96,2800000
3.0,4.0,1275.0,0,40,163,6000000
2.0,2.0,940.0,0,3,383,4700000
3.0,2.0,1250.0,0,6,52,6500000
3.0,3.0,1400.0,0,15,319,10700000
3.0,3.0,1350.0,0,61,246,7200000
3.0,3.0,1500.0,0,40,224,6850000
3.0,3.0,2184.0,3,51,357,15500000
3.0,3.0,1620.0,0,13,261,7312900
3.0,3.0,1500.0,0,11,57,11000000
3.0,4.0,1760.0,0,58,253,18500000
3.0,3.0,1570.0,0,66,374,15000000
3.0,2.0,1300.0,0,6,53,7650000
3.0,3.0,1350.0,0,15,440,9100000
3.0,3.0,1600.0,0,43,73,7000000
3.0,2.0,966.0,0,53,82,2704800
2.0,2.0,900.0,0,13,19,5550000
3.0,3.0,1639.0,0,36,48,18848500
3.0,3.0,1260.0,0,15,440,10000000
3.0,3.0,1581.0,0,11,54,14412800
2.0,2.0,870.0,0,14,185,2500000
3.0,3.0,1275.0,0,15,394,7395000
3.0,4.0,1642.0,0,66,350,9300000
2.0,2.0,900.0,0,55,271,5650000
2.0,2.0,1000.0,0,22,266,4800000
3.0,3.0,1500.0,0,11,54,11000000
3.0,4.0,2170.0,0,66,350,17500000
4.0,4.0,2116.0,0,43,149,15500000
3.0,3.0,1480.0,0,40,224,7000000
2.0,2.0,1150.0,0,13,261,5175000
2.0,2.0,811.0,0,52,449,4300000
3.0,3.0,1400.0,0,6,51,7000000
3.0,3.0,1184.0,0,3,146,8288000
2.0,2.0,1050.0,0,13,377,4200000
4.0,5.0,3150.0,0,11,50,25000000
3.0,3.0,1275.0,0,20,152,8670000
3.0,3.0,1350.0,0,11,50,9000000
3.0,3.0,1450.0,0,20,297,8700000
3.0,3.0,1760.0,0,66,370,21200000
4.0,3.0,1905.0,0,11,57,15000000
2.0,2.0,840.0,0,43,231,4700000
2.0,2.0,550.0,0,45,207,3600000
3.0,4.0,2572.0,0,50,286,35000000
3.0,2.0,1264.0,0,13,186,6300000
2.0,2.0,850.0,0,63,170,4285000
2.0,2.0,1222.0,0,61,426,7300000
3.0,3.0,1485.0,0,40,85,8167000
2.0,2.0,1050.0,0,1,48,6200000
3.0,3.0,1100.0,0,40,284,5500000
4.0,3.0,1800.0,0,6,53,8700000
3.0,3.0,1385.0,0,10,100,6732500
3.0,3.0,1275.0,0,40,341,7200000
2.0,2.0,688.0,0,43,171,4000000
3.0,3.0,2184.0,3,51,374,16500000
3.0,3.0,1500.0,0,66,350,9000000
3.0,4.0,1548.0,0,66,351,12000000
3.0,3.0,1350.0,0,40,107,6750000
3.0,3.0,1370.0,0,13,412,6000000
3.0,3.0,1350.0,0,66,350,14000000
4.0,4.0,2745.0,0,15,298,45292500
3.0,2.0,800.0,0,3,272,3600000
2.0,2.0,977.0,0,60,156,4000000
3.0,3.0,1380.0,0,13,19,8780000
3.0,4.0,2280.0,0,15,330,24500000
3.0,4.0,2250.0,0,4,310,25000000
3.0,2.0,950.0,0,40,450,4000000
3.0,3.0,1600.0,0,6,53,9500000
3.0,3.0,2400.0,0,15,299,30000000
3.0,2.0,950.0,0,6,58,4500000
3.0,3.0,1422.0,0,3,146,9954000
3.0,3.0,1650.0,0,3,187,7590000
3.0,3.0,3640.0,3,51,369,30000000
3.0,3.0,1210.0,0,10,100,6913000
3.0,3.0,1400.0,0,40,450,8400000
3.0,3.0,2184.0,3,1,56,18000000
3.0,3.0,1639.0,0,36,48,18848500
3.0,3.0,1450.0,0,43,65,7250000
3.0,3.0,1350.0,0,13,19,7020000
3.0,2.0,1100.0,0,60,96,3300000
3.0,4.0,1850.0,0,66,370,13875000
3.0,2.0,1074.0,0,31,217,5100000
4.0,4.0,1300.0,0,40,342,4600000
3.0,3.0,1500.0,0,15,298,18000000
3.0,3.0,2050.0,0,11,49,19550000
2.0,2.0,1050.0,0,3,432,4725000
3.0,3.0,2301.0,0,4,306,25000000
2.0,2.0,975.0,0,13,113,3620000
2.0,2.0,700.0,0,13,113,2500000
3.0,3.0,3640.0,3,51,350,34000000
3.0,2.0,950.0,0,6,406,4700000
4.0,4.0,1780.0,0,66,354,11200000
3.0,4.0,2330.0,0,15,69,19500000
2.0,1.0,750.0,0,45,414,1500000
2.0,2.0,815.0,0,3,272,3600000
2.0,2.0,950.0,0,40,450,4500000
3.0,3.0,1100.0,0,66,370,8000000
3.0,2.0,1225.0,0,66,370,9900000
3.0,3.0,1550.0,0,66,351,12500000
3.0,2.0,950.0,0,20,420,5225000
3.0,3.0,1150.0,0,40,103,4500000
2.0,2.0,860.0,0,40,447,3300000
3.0,3.0,1240.0,0,31,217,6500000
3.0,3.0,1620.0,0,64,258,7200000
3.0,3.0,1236.0,0,10,197,7768800
3.0,3.0,1425.0,0,59,313,8200000
3.0,2.0,880.0,0,20,235,3520000
3.0,3.0,1336.0,0,63,170,8300000
3.0,3.0,1850.0,0,15,318,27000000
3.0,3.0,2184.0,3,1,62,16000000
3.0,3.0,1080.0,0,20,403,5400000
3.0,3.0,1350.0,0,66,350,14000000
3.0,3.0,1345.0,0,40,85,7500000
3.0,3.0,1440.0,0,10,222,10800000
3.0,3.0,1250.0,0,43,73,4800000
3.0,3.0,1310.0,0,13,19,6812000
3.0,3.0,1080.0,0,40,224,4320000
3.0,3.0,1450.0,0,20,297,8700000
2.0,2.0,1019.0,0,10,100,4585500
3.0,3.0,1310.0,0,20,152,8908000
4.0,4.0,2700.0,0,8,97,81000000
3.0,3.0,1451.0,0,20,394,7255000
3.0,4.0,1393.0,0,66,352,11000000
2.0,2.0,900.0,0,0,31,3600000
3.0,3.0,1220.0,0,3,219,6710000
3.0,4.0,1884.0,0,11,52,18840000
3.0,3.0,1566.0,0,44,239,10500000
3.0,3.0,1384.0,0,2,438,7800000
3.0,2.0,1087.0,0,40,101,4700000
3.0,3.0,1360.0,0,40,223,6500000
3.0,3.0,2184.0,3,51,370,15000000
3.0,3.0,1822.0,0,37,229,18000000
2.0,2.0,1025.0,0,10,100,4715000
2.0,2.0,900.0,0,55,271,5650000
3.0,3.0,1500.0,0,59,313,9300000
3.0,3.0,1200.0,0,43,65,5850000
2.0,1.0,650.0,0,40,163,2500000
3.0,3.0,1787.0,0,66,352,13500000
3.0,3.0,1220.0,0,53,401,4500000
3.0,2.0,1150.0,0,53,91,3220000
3.0,3.0,1370.0,0,13,412,6000000
3.0,4.0,1600.0,0,11,48,13000000
3.0,3.0,1125.0,0,43,73,4500000
3.0,3.0,1120.0,0,43,87,4756000
3.0,3.0,1350.0,0,3,7,5500000
2.0,2.0,1017.0,0,43,231,6000000
3.0,4.0,1880.0,0,11,57,12220000
3.0,3.0,1874.0,0,36,49,17600000
3.0,3.0,1460.0,0,47,49,10500000
2.0,2.0,900.0,0,49,30,4680000
2.0,2.0,1005.0,0,66,350,4500000
3.0,3.0,1264.0,0,59,227,7500000
3.0,3.0,1450.0,0,44,124,9800000
4.0,4.0,1590.0,0,6,49,11000000
3.0,3.0,1200.0,0,3,432,6050000
3.0,3.0,1200.0,0,3,432,6050000
3.0,3.0,1418.0,0,6,53,9500000
4.0,4.0,4375.0,0,18,131,72000000
20.0,10.0,7200.0,1,13,71,33000000
3.0,3.0,1265.0,0,40,103,6825000
3.0,4.0,1725.0,0,6,406,9500000
5.0,4.0,3000.0,0,66,353,23000000
3.0,3.0,1200.0,0,20,403,6000000
4.0,4.0,1800.0,0,63,291,7500000
3.0,3.0,1550.0,0,11,55,11500000
3.0,3.0,1260.0,0,3,432,4158000
2.0,2.0,750.0,0,13,198,3000000
3.0,2.0,1250.0,0,17,256,5200000
3.0,3.0,1920.0,0,11,48,13500000
2.0,2.0,650.0,0,36,53,3650000
3.0,3.0,1375.0,0,3,181,6787500
3.0,3.0,1100.0,0,40,85,5170000
3.0,2.0,1100.0,0,40,223,4950000
3.0,3.0,1200.0,0,43,65,5220000
3.0,3.0,2170.0,0,66,350,17500000
3.0,3.0,1040.0,0,43,276,6500000
3.0,2.0,1000.0,0,40,101,3600000
3.0,3.0,1350.0,0,40,450,8125000
4.0,3.0,1800.0,0,63,238,9000000
3.0,3.0,1818.0,0,66,352,11900000
3.0,2.0,1125.0,0,13,113,4775000
3.0,3.0,1180.0,0,40,224,4720000
2.0,2.0,807.0,0,66,370,5200000
2.0,2.0,600.0,0,13,113,2600000
3.0,4.0,1960.0,0,15,317,14000000
3.0,3.0,1400.0,0,21,18,6300000
3.0,3.0,1440.0,0,18,130,25000000
3.0,2.0,1239.0,0,9,325,14000000
3.0,3.0,1280.0,0,13,19,6656000
4.0,3.0,1100.0,0,43,394,6440000
3.0,3.0,1450.0,0,20,297,8700000
3.0,3.0,1350.0,0,43,335,9450000
3.0,4.0,2200.0,0,40,226,18500000
2.0,1.0,450.0,0,7,332,1600000
3.0,3.0,1100.0,0,55,271,7000000
3.0,3.0,1300.0,0,60,441,5400000
4.0,5.0,2200.0,0,36,53,25000000
3.0,3.0,1350.0,0,40,450,8125000
3.0,3.0,1300.0,0,27,179,7150000
3.0,2.0,950.0,0,40,450,4500000
3.0,3.0,1450.0,0,20,297,8700000
3.0,2.0,850.0,0,40,163,3400000
3.0,2.0,1100.0,0,43,87,4700000
4.0,4.0,2582.0,0,8,58,21000000
3.0,3.0,1350.0,0,43,276,7700000
3.0,3.0,1550.0,0,66,353,12500000
3.0,3.0,1600.0,0,31,217,5100000
3.0,3.0,1120.0,0,6,406,6000000
3.0,3.0,2184.0,3,51,367,12500000
5.0,5.0,2875.0,0,0,31,17000000
3.0,3.0,1200.0,0,0,31,6350000
2.0,2.0,720.0,0,43,259,3800000
3.0,4.0,1330.0,0,31,75,8300000
8.0,4.0,2250.0,1,22,158,10200000
3.0,2.0,1050.0,0,60,96,4300000
3.0,3.0,1280.0,0,43,392,6500000
4.0,5.0,1800.0,0,11,50,15350000
2.0,2.0,950.0,0,40,450,4500000
3.0,2.0,1000.0,0,40,447,4500000
3.0,3.0,1250.0,0,13,19,6500000
3.0,3.0,1370.0,0,38,387,9600000
3.0,4.0,1600.0,0,11,53,13500000
3.0,3.0,1155.0,0,29,79,9240000
3.0,3.0,1250.0,0,40,284,6800000
3.0,3.0,2912.0,3,11,62,14000000
3.0,2.0,1100.0,0,40,223,4950000
3.0,2.0,1003.0,0,3,221,5025000
3.0,4.0,1325.0,0,11,48,10500000
32.0,10.0,8050.0,1,11,58,80000000
3.0,2.0,1040.0,0,31,217,5000000
2.0,2.0,900.0,0,40,346,4700000
3.0,2.0,950.0,0,6,406,4200000
3.0,3.0,1872.0,0,40,345,14200000
3.0,3.0,1650.0,0,11,55,13000000
3.0,2.0,1220.0,0,40,450,5000000
3.0,2.0,1100.0,0,40,223,4950000
3.0,3.0,1520.0,0,0,260,9880000
3.0,2.0,1100.0,0,60,96,3300000
